id,num_sold
230130,96.6700567004586
230131,920.1433731484728
230132,687.3746378082094
230133,402.4888271759161
230134,506.1596095152175
230135,247.79282170509944
230136,1727.8891146009623
230137,1391.5158405394122
230138,777.9223339305306
230139,947.2499123257123
230140,347.61872388058185
230141,2037.9574248659271
230142,1638.8826788037475
230143,927.0283404631749
230144,1142.9906148696002
230145,153.78618344407076
230146,921.2368880079148
230147,688.4681526676513
230148,408.5943475219751
230149,507.2531243746594
230150,278.68628318196045
230151,1737.9955845577065
230152,1396.7079926981646
230153,779.9689706801425
230154,952.4420644844646
230155,358.9739472898353
230156,2037.9574248659271
230157,1638.8826788037475
230158,929.8521669711396
230159,1142.9906148696002
230160,119.5236785938985
230161,604.715708322675
230162,431.4014003260904
230163,317.227758415988
230164,331.07860705152405
230165,251.06606362418358
230166,1125.0513415315977
230167,884.5998745134318
230168,554.4897583561884
230169,623.5785062025703
230170,301.91911643648405
230171,1334.0495224607062
230172,1052.797186038437
230173,649.7968900184037
230174,734.5753378723256
230175,24.102086911413892
230176,78.52629633819718
230177,20.28807883880256
230178,41.83069945535973
230179,23.65873675326756
230180,43.23412322274892
230181,100.63613551435013
230182,23.768235875625777
230183,64.30620201682464
230184,43.876766343395715
230185,42.27286271258731
230186,101.00560758416498
230187,22.542674242673744
230188,65.7810386364923
230189,49.661196738802246
230190,290.3845636587463
230191,1639.6810091004365
230192,1266.1958504252916
230193,706.6518036924361
230194,865.3447505958203
230195,553.8160953147384
230196,3001.930016862716
230197,2377.1930686325486
230198,1363.1657943624718
230199,1704.4490505166032
230200,585.6035536543232
230201,3454.730452437224
230202,2784.7436711742557
230203,1523.5350635398827
230204,1959.1305013200554
230205,201.90187313437642
230206,1192.7911594883776
230207,886.9216985918855
230208,542.000377447004
230209,654.5849727732701
230210,369.44411829024114
230211,2198.8731215995235
230212,1747.6143751499612
230213,980.7998220207985
230214,1189.3203744152827
230215,439.19439007151817
230216,2576.5353336393378
230217,2060.6538848529926
230218,1143.6953966838987
230219,1450.2690196219057
230220,63.68811433552632
230221,689.539960566132
230222,514.9993860629288
230223,314.8165105396491
230224,381.5838628675018
230225,150.83994699043214
230226,1339.8663024282496
230227,1059.3801776155626
230228,606.147580339296
230229,749.7921766257487
230230,237.74847917389502
230231,1554.5323358892063
230232,1261.6391274169634
230233,700.9829297876674
230234,897.0029664378512
230235,112.33504296730251
230236,688.8016194225627
230237,514.2610449193598
230238,308.5525083282303
230239,358.1989257244582
230240,192.83995607499023
230241,1339.9556807673732
230242,1059.4695559546863
230243,596.819102204501
230244,727.2349589653979
230245,251.8506665253727
230246,1570.8343912956211
230247,1277.9411828233783
230248,709.5711451475801
230249,890.6584258447915
230250,94.88096653557285
230251,471.02931208749976
230252,342.8910769477416
230253,258.1447958564569
230254,262.8869299979961
230255,184.18452910755008
230256,891.8910688176651
230257,731.5187404964477
230258,428.57136318603045
230259,494.10048173299725
230260,224.63835559356124
230261,1082.6313281378243
230262,889.1451124703642
230263,502.14499670828917
230264,586.0791951865681
230265,-2.106660671098573
230266,16.97833643067671
230267,-10.245755764963421
230268,5.234211491697416
230269,-8.626394370335412
230270,15.688557703479855
230271,47.62355200404091
230272,7.644896146786559
230273,29.65096209479479
230274,20.378016854331403
230275,20.122387767347938
230276,39.21372863646438
230277,4.359779063641938
230278,27.276167576865205
230279,13.922943119989108
230280,210.85606389128657
230281,1144.7634946224239
230282,884.2110078049177
230283,482.70798815136266
230284,600.5734509166911
230285,378.75925348072667
230286,2215.823543294895
230287,1751.2824897989244
230288,963.9388392502133
230289,1246.1993786201474
230290,448.8400708725217
230291,2647.545220000397
230292,2130.242552954681
230293,1145.3275557884454
230294,1464.7715645407366
230295,164.9917536365697
230296,857.412825009455
230297,632.545678842881
230298,398.0648386892996
230299,470.85745829629144
230300,282.8483254434691
230301,1696.6080955730215
230302,1325.8218721197552
230303,731.563917526934
230304,933.0731551856649
230305,354.97124426950944
230306,1994.470430174806
230307,1555.3010791050017
230308,855.4181224259701
230309,1108.9932162637188
230310,53.8275312639464
230311,682.0148684356673
230312,507.47429393246426
230313,296.7537518547178
230314,357.387527288492
230315,140.97936391885216
230316,1332.3412102977852
230317,1051.8550854850982
230318,588.0848216543645
230319,725.5958410467387
230320,227.88789610231504
230321,1547.0072437587419
230322,1254.114035286499
230323,682.9201711027359
230324,872.8066308588412
230325,114.56186602972485
230326,682.8262668716335
230327,508.2856923684305
230328,302.5771557773012
230329,358.1989257244582
230330,195.06677913741254
230331,1333.9803282164441
230332,1053.4942034037572
230333,590.8437496535718
230334,727.2349589653979
230335,244.7476555237723
230336,1555.5292046806694
230337,1262.6359962084266
230338,694.2659585326281
230339,870.0803885504604
230340,97.1077895979952
230341,465.05395953657063
230342,336.9157243968125
230343,252.16944330552792
230344,262.8869299979961
230345,186.4113521699724
